source_realword,pseudoword,syllable_length,modified_syllable_position,original_syllable,modified_syllable,modification_type,corpus_match_status,quality_flag,possible_meaning_warning,review_status,notes
cốc,cỏc,1,1,cốc,cỏc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mức giá,mứn giá,2,1,mức,mứn,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
pháp luật,phạp luật,2,1,pháp,phạp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
pháp luật,phảp luật,2,1,pháp,phảp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
pháp luật,phác luật,2,1,pháp,phác,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước đường,nướm đường,2,1,nước,nướm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước đường,nướn đường,2,1,nước,nướn,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước đường,nướp đường,2,1,nước,nướp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy xay,báy xay,2,1,máy,báy,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy xay,cáy xay,2,1,máy,cáy,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy xay,giáy xay,2,1,máy,giáy,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
phương pháp,phương phạp,2,2,pháp,phạp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
phương pháp,phương phảp,2,2,pháp,phảp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
phương pháp,phươc pháp,2,1,phương,phươc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
khoa học,khoa hỏc,2,2,học,hỏc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
khoa học,khoa họm,2,2,học,họm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
khoa học,khoa họn,2,2,học,họn,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà cửa,nhá cửa,2,1,nhà,nhá,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà cửa,nhạ cửa,2,1,nhà,nhạ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà cửa,nhâ cửa,2,1,nhà,nhâ,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
lao động,lao độm,2,2,động,độm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
lao động,lao độp,2,2,động,độp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
lao động,lao đơng,2,2,động,đơng,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
giáo dục,giáo dúc,2,2,dục,dúc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
giáo dục,giáo dủc,2,2,dục,dủc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
giáo dục,giáo dụn,2,2,dục,dụn,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
học thức,hỏc thức,2,1,học,hỏc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
học thức,học thủc,2,2,thức,thủc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
học thức,họm thức,2,1,học,họm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
luật pháp,luật phạp,2,2,pháp,phạp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
luật pháp,luật phảp,2,2,pháp,phảp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
luật pháp,luậc pháp,2,1,luật,luậc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
công nghiệp,cỏng nghiệp,2,1,công,cỏng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
công nghiệp,côc nghiệp,2,1,công,côc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
công nghiệp,côm nghiệp,2,1,công,côm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước dừa,nướm dừa,2,1,nước,nướm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước dừa,nướn dừa,2,1,nước,nướn,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước dừa,nướp dừa,2,1,nước,nướp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
văn hóa,vản hóa,2,1,văn,vản,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
văn hóa,văc hóa,2,1,văn,văc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
văn hóa,văm hóa,2,1,văn,văm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nghệ thuật,nghẹ thuật,2,1,nghệ,nghẹ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nghệ thuật,nghẻ thuật,2,1,nghệ,nghẻ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nghệ thuật,nghệ thuậc,2,2,thuật,thuậc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
kinh tế,kịnh tế,2,1,kinh,kịnh,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
kinh tế,kinh té,2,2,tế,té,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
kinh tế,kinh tẹ,2,2,tế,tẹ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hệ thống,hẻ thống,2,1,hệ,hẻ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hệ thống,hệ thóng,2,2,thống,thóng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hệ thống,hệ thọng,2,2,thống,thọng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
khách hàng,khách hàc,2,2,hàng,hàc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
khách hàng,khách hàp,2,2,hàng,hàp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
khách hàng,khách hàt,2,2,hàng,hàt,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
đồng nghiệp,đồc nghiệp,2,1,đồng,đồc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
đồng nghiệp,đồm nghiệp,2,1,đồng,đồm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
đồng nghiệp,đồp nghiệp,2,1,đồng,đồp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
truyền thống,truyền thóng,2,2,thống,thóng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
truyền thống,truyền thọng,2,2,thống,thọng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
truyền thống,truyền thỏng,2,2,thống,thỏng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cửa hàng,cửa hàc,2,2,hàng,hàc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cửa hàng,cửa hàp,2,2,hàng,hàp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cửa hàng,cửa hàt,2,2,hàng,hàt,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thị trường,thị trườc,2,2,trường,trườc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thị trường,thị trườm,2,2,trường,trườm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thị trường,thị trườp,2,2,trường,trườp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà hàng,nhà hàc,2,2,hàng,hàc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà hàng,nhà hàp,2,2,hàng,hàp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà hàng,nhà hàt,2,2,hàng,hàt,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
công ty,cỏng ty,2,1,công,cỏng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
công ty,côc ty,2,1,công,côc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
công ty,côm ty,2,1,công,côm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
chủ cửa hàng,chủ cửa hàc,3,3,hàng,hàc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
chủ cửa hàng,chủ cửa hàp,3,3,hàng,hàp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
chủ cửa hàng,chủ cửa hàt,3,3,hàng,hàt,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hãng sản xuất,hãc sản xuất,3,1,hãng,hãc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hãng sản xuất,hãp sản xuất,3,1,hãng,hãp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hãng sản xuất,hãt sản xuất,3,1,hãng,hãt,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy nước nóng,máy nước nỏng,3,3,nóng,nỏng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy nước nóng,máy nướm nóng,3,2,nước,nướm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy nước nóng,máy nướn nóng,3,2,nước,nướn,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
tâm lý học,tảm lý học,3,1,tâm,tảm,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
tâm lý học,tâm lỵ học,3,2,lý,lỵ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
tâm lý học,tâm lỷ học,3,2,lý,lỷ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nét văn hóa,nẹt văn hóa,3,1,nét,nẹt,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nét văn hóa,nẻt văn hóa,3,1,nét,nẻt,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nét văn hóa,nét vản hóa,3,2,văn,vản,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước hoa hồng,nướm hoa hồng,3,1,nước,nướm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước hoa hồng,nướn hoa hồng,3,1,nước,nướn,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước hoa hồng,nướp hoa hồng,3,1,nước,nướp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
trường đại học,trường đại hỏc,3,3,học,hỏc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
trường đại học,trườc đại học,3,1,trường,trườc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
trường đại học,trườm đại học,3,1,trường,trườm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà thiết kế,nhá thiết kế,3,1,nhà,nhá,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà thiết kế,nhạ thiết kế,3,1,nhà,nhạ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà thiết kế,nhà thiết ké,3,3,kế,ké,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước trái cây,nướm trái cây,3,1,nước,nướm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước trái cây,nướn trái cây,3,1,nước,nướn,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước trái cây,nướp trái cây,3,1,nước,nướp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
dòng sản phẩm,dọng sản phẩm,3,1,dòng,dọng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
dòng sản phẩm,dòng sán phẩm,3,2,sản,sán,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
dòng sản phẩm,dòng sản phám,3,3,phẩm,phám,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
loại sản phẩm,loại sán phẩm,3,2,sản,sán,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
loại sản phẩm,loại sản phám,3,3,phẩm,phám,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
loại sản phẩm,loại sảc phẩm,3,2,sản,sảc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy hút khói,máy hủt khói,3,2,hút,hủt,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy hút khói,máy húc khói,3,2,hút,húc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy hút khói,máy húm khói,3,2,hút,húm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy điều hòa,báy điều hòa,3,1,máy,báy,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy điều hòa,cáy điều hòa,3,1,máy,cáy,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy điều hòa,giáy điều hòa,3,1,máy,giáy,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
loại thực phẩm,loại thủc phẩm,3,2,thực,thủc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
loại thực phẩm,loại thực phám,3,3,phẩm,phám,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
loại thực phẩm,loại thựm phẩm,3,2,thực,thựm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy hút bụi,máy hủt bụi,3,2,hút,hủt,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy hút bụi,máy húc bụi,3,2,hút,húc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy hút bụi,máy húm bụi,3,2,hút,húm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy vi tính,máy vi tíc,3,3,tính,tíc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy vi tính,máy vi tíng,3,3,tính,tíng,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy vi tính,máy vý tính,3,2,vi,vý,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy nghe nhạc,máy nghẹ nhạc,3,2,nghe,nghẹ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy nghe nhạc,máy nghẻ nhạc,3,2,nghe,nghẻ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy nghe nhạc,máy nghe nhảc,3,3,nhạc,nhảc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước cốt dừa,nước cọt dừa,3,2,cốt,cọt,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước cốt dừa,nước cỏt dừa,3,2,cốt,cỏt,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước cốt dừa,nướm cốt dừa,3,1,nước,nướm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước vo gạo,nước vọ gạo,3,2,vo,vọ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước vo gạo,nướm vo gạo,3,1,nước,nướm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước vo gạo,nướn vo gạo,3,1,nước,nướn,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà sản xuất,nhá sản xuất,3,1,nhà,nhá,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà sản xuất,nhạ sản xuất,3,1,nhà,nhạ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nhà sản xuất,nhà sán xuất,3,2,sản,sán,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cơ sở sản xuất,cơ só sản xuất,4,2,sở,só,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cơ sở sản xuất,cơ sọ sản xuất,4,2,sở,sọ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cơ sở sản xuất,cơ sỏ sản xuất,4,2,sở,sỏ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cửa hàng thực phẩm,cửa hàc thực phẩm,4,2,hàng,hàc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cửa hàng thực phẩm,cửa hàp thực phẩm,4,2,hàng,hàp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cửa hàng thực phẩm,cửa hàt thực phẩm,4,2,hàng,hàt,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy đo huyết áp,máy đọ huyết áp,4,2,đo,đọ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy đo huyết áp,máy đo huyết ạp,4,4,áp,ạp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy đo huyết áp,máy đo huyết ảp,4,4,áp,ảp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
môi trường bên ngoài,môi trường bẹn ngoài,4,3,bên,bẹn,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
môi trường bên ngoài,môi trường bẻn ngoài,4,3,bên,bẻn,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
môi trường bên ngoài,môi trườc bên ngoài,4,2,trường,trườc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nghiên cứu khoa học,nghiên cứu khoa hỏc,4,4,học,hỏc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
